adm0_id;DEPARTAMENTO;MUNICIPIO;PRODUCTO;MONEDA;MES;ANO;PRECIO
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2007;998
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2007;998
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2008;1.250
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2008;1.250
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2009;1.620
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2009;1.620
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2010;1.525
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2010;1.525
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2011;1.731
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2011;1.731
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2012;1.843
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2012;1.843
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2013;2.260
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2013;2.260
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2014;1.933
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2014;1.933
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2015;2.590
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2015;2.590
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2016;2.890
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2016;2.890
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2017;2.550
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2017;2.550
57.0;Cundinamarca;Bogota;Onions - Retail;COP;1;2018;2.910
57.0;Cundinamarca;Bogota;Onions - Retail;COP;12;2018;2.910
57.0;Huila;Neiva;Onions - Retail;COP;1;2006;1.133
57.0;Huila;Neiva;Onions - Retail;COP;12;2006;1.133
57.0;Huila;Neiva;Onions - Retail;COP;1;2007;998
57.0;Huila;Neiva;Onions - Retail;COP;12;2007;998
57.0;Huila;Neiva;Onions - Retail;COP;1;2008;1.250
57.0;Huila;Neiva;Onions - Retail;COP;12;2008;1.250
57.0;Huila;Neiva;Onions - Retail;COP;1;2009;1.620
57.0;Huila;Neiva;Onions - Retail;COP;12;2009;1.620
57.0;Huila;Neiva;Onions - Retail;COP;1;2010;1.525
57.0;Huila;Neiva;Onions - Retail;COP;12;2010;1.525
57.0;Huila;Neiva;Onions - Retail;COP;1;2011;1.731
57.0;Huila;Neiva;Onions - Retail;COP;12;2011;1.731
57.0;Huila;Neiva;Onions - Retail;COP;1;2012;1.843
57.0;Huila;Neiva;Onions - Retail;COP;12;2012;1.843
57.0;Huila;Neiva;Onions - Retail;COP;1;2013;2.260
57.0;Huila;Neiva;Onions - Retail;COP;12;2013;2.260
57.0;Huila;Neiva;Onions - Retail;COP;1;2014;1.933
57.0;Huila;Neiva;Onions - Retail;COP;12;2014;1.933
57.0;Huila;Neiva;Onions - Retail;COP;1;2015;2.590
57.0;Huila;Neiva;Onions - Retail;COP;12;2015;2.590
57.0;Huila;Neiva;Onions - Retail;COP;1;2016;2.890
57.0;Huila;Neiva;Onions - Retail;COP;12;2016;2.890
57.0;Huila;Neiva;Onions - Retail;COP;1;2017;2.550
57.0;Huila;Neiva;Onions - Retail;COP;12;2017;2.550
57.0;Huila;Neiva;Onions - Retail;COP;1;2018;2.910
57.0;Huila;Neiva;Onions - Retail;COP;12;2018;2.910
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2006;1.133
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2006;1.133
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2007;998
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2007;998
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2008;1.250
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2008;1.250
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2009;1.620
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2009;1.620
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2010;1.525
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2010;1.525
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2011;1.731
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2011;1.731
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2012;1.843
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2012;1.843
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2013;2.260
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2013;2.260
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2014;1.933
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2014;1.933
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2015;2.590
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2015;2.590
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2016;2.890
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2016;2.890
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2017;2.550
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2017;2.550
57.0;La Guajira;Riohacha;Onions - Retail;COP;1;2018;2.910
57.0;La Guajira;Riohacha;Onions - Retail;COP;12;2018;2.910
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2006;1.133
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2006;1.133
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2007;998
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2007;998
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2008;1.250
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2008;1.250
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2009;1.620
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2009;1.620
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2010;1.525
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2010;1.525
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2011;1.731
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2011;1.731
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2012;1.843
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2012;1.843
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2013;2.260
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2013;2.260
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2014;1.933
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2014;1.933
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2015;2.590
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2015;2.590
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2016;2.890
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2016;2.890
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2017;2.550
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2017;2.550
57.0;Meta;Villavicencio;Onions - Retail;COP;1;2018;2.910
57.0;Meta;Villavicencio;Onions - Retail;COP;12;2018;2.910
57.0;Narino;Pasto;Onions - Retail;COP;1;2006;1.133
57.0;Narino;Pasto;Onions - Retail;COP;12;2006;1.133
57.0;Narino;Pasto;Onions - Retail;COP;1;2007;998
57.0;Narino;Pasto;Onions - Retail;COP;12;2007;998
57.0;Narino;Pasto;Onions - Retail;COP;1;2008;1.250
57.0;Narino;Pasto;Onions - Retail;COP;12;2008;1.250
57.0;Narino;Pasto;Onions - Retail;COP;1;2009;1.620
57.0;Narino;Pasto;Onions - Retail;COP;12;2009;1.620
57.0;Narino;Pasto;Onions - Retail;COP;1;2010;1.525
57.0;Narino;Pasto;Onions - Retail;COP;12;2010;1.525
57.0;Narino;Pasto;Onions - Retail;COP;1;2011;1.731
57.0;Narino;Pasto;Onions - Retail;COP;12;2011;1.731
57.0;Narino;Pasto;Onions - Retail;COP;1;2012;1.843
57.0;Narino;Pasto;Onions - Retail;COP;12;2012;1.843
57.0;Narino;Pasto;Onions - Retail;COP;1;2013;2.260
57.0;Narino;Pasto;Onions - Retail;COP;12;2013;2.260
57.0;Narino;Pasto;Onions - Retail;COP;1;2014;1.933
57.0;Narino;Pasto;Onions - Retail;COP;12;2014;1.933
57.0;Narino;Pasto;Onions - Retail;COP;1;2015;2.590
57.0;Narino;Pasto;Onions - Retail;COP;12;2015;2.590
57.0;Narino;Pasto;Onions - Retail;COP;1;2016;2.890
57.0;Narino;Pasto;Onions - Retail;COP;12;2016;2.890
57.0;Narino;Pasto;Onions - Retail;COP;1;2017;2.550
57.0;Narino;Pasto;Onions - Retail;COP;12;2017;2.550
57.0;Narino;Pasto;Onions - Retail;COP;1;2018;2.910
57.0;Narino;Pasto;Onions - Retail;COP;12;2018;2.910
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2006;1.133
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2006;1.133
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2007;998
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2007;998
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2008;1.250
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2008;1.250
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2009;1.620
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2009;1.620
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2010;1.525
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2010;1.525
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2011;1.731
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2011;1.731
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2012;1.843
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2012;1.843
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2013;2.260
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2013;2.260
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2014;1.933
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2014;1.933
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2015;2.590
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2015;2.590
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2016;2.890
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2016;2.890
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2017;2.550
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2017;2.550
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;1;2018;2.910
57.0;Norte De Santander;Cucuta;Onions - Retail;COP;12;2018;2.910
57.0;Quindio;Armenia;Onions - Retail;COP;1;2006;1.133
57.0;Quindio;Armenia;Onions - Retail;COP;12;2006;1.133
57.0;Quindio;Armenia;Onions - Retail;COP;1;2007;998
57.0;Quindio;Armenia;Onions - Retail;COP;12;2007;998
57.0;Quindio;Armenia;Onions - Retail;COP;1;2008;1.250
57.0;Quindio;Armenia;Onions - Retail;COP;12;2008;1.250
57.0;Quindio;Armenia;Onions - Retail;COP;1;2009;1.620
57.0;Quindio;Armenia;Onions - Retail;COP;12;2009;1.620
57.0;Quindio;Armenia;Onions - Retail;COP;1;2010;1.525
57.0;Quindio;Armenia;Onions - Retail;COP;12;2010;1.525
57.0;Quindio;Armenia;Onions - Retail;COP;1;2011;1.731
57.0;Quindio;Armenia;Onions - Retail;COP;12;2011;1.731
57.0;Quindio;Armenia;Onions - Retail;COP;1;2012;1.843
57.0;Quindio;Armenia;Onions - Retail;COP;12;2012;1.843
57.0;Quindio;Armenia;Onions - Retail;COP;1;2013;2.260
57.0;Quindio;Armenia;Onions - Retail;COP;12;2013;2.260
57.0;Quindio;Armenia;Onions - Retail;COP;1;2014;1.933
57.0;Quindio;Armenia;Onions - Retail;COP;12;2014;1.933
57.0;Quindio;Armenia;Onions - Retail;COP;1;2015;2.590
57.0;Quindio;Armenia;Onions - Retail;COP;12;2015;2.590
57.0;Quindio;Armenia;Onions - Retail;COP;1;2016;2.890
57.0;Quindio;Armenia;Onions - Retail;COP;12;2016;2.890
57.0;Quindio;Armenia;Onions - Retail;COP;1;2017;2.550
57.0;Quindio;Armenia;Onions - Retail;COP;12;2017;2.550
57.0;Quindio;Armenia;Onions - Retail;COP;1;2018;2.910
57.0;Quindio;Armenia;Onions - Retail;COP;12;2018;2.910
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2006;1.133
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2006;1.133
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2007;998
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2007;998
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2008;1.250
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2008;1.250
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2009;1.620
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2009;1.620
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2010;1.525
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2010;1.525
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2011;1.731
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2011;1.731
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2012;1.843
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2012;1.843
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2013;2.260
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2013;2.260
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2014;1.933
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2014;1.933
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2015;2.590
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2015;2.590
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2016;2.890
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2016;2.890
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2017;2.550
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2017;2.550
57.0;Risaralda;Pereira;Onions - Retail;COP;1;2018;2.910
57.0;Risaralda;Pereira;Onions - Retail;COP;12;2018;2.910
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2006;1.133
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2006;1.133
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2007;998
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2007;998
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2008;1.250
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2008;1.250
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2009;1.620
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2009;1.620
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2010;1.525
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2010;1.525
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2011;1.731
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2011;1.731
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2012;1.843
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2012;1.843
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2013;2.260
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2013;2.260
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2014;1.933
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2014;1.933
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2015;2.590
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2015;2.590
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2016;2.890
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2016;2.890
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2017;2.550
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2017;2.550
57.0;Santander;Bucaramanga;Onions - Retail;COP;1;2018;2.910
57.0;Santander;Bucaramanga;Onions - Retail;COP;12;2018;2.910
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2006;1.133
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2006;1.133
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2007;998
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2007;998
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2008;1.250
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2008;1.250
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2009;1.620
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2009;1.620
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2010;1.525
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2010;1.525
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2011;1.731
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2011;1.731
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2012;1.843
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2012;1.843
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2013;2.260
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2013;2.260
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2014;1.933
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2014;1.933
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2015;2.590
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2015;2.590
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2016;2.890
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2016;2.890
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2017;2.550
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2017;2.550
57.0;Sucre;Sincelejo;Onions - Retail;COP;1;2018;2.910
57.0;Sucre;Sincelejo;Onions - Retail;COP;12;2018;2.910
57.0;Tolima;Ibague;Onions - Retail;COP;1;2006;1.133
57.0;Tolima;Ibague;Onions - Retail;COP;12;2006;1.133
57.0;Tolima;Ibague;Onions - Retail;COP;1;2007;998
57.0;Tolima;Ibague;Onions - Retail;COP;12;2007;998
57.0;Tolima;Ibague;Onions - Retail;COP;1;2008;1.250
57.0;Tolima;Ibague;Onions - Retail;COP;12;2008;1.250
57.0;Tolima;Ibague;Onions - Retail;COP;1;2009;1.620
57.0;Tolima;Ibague;Onions - Retail;COP;12;2009;1.620
57.0;Tolima;Ibague;Onions - Retail;COP;1;2010;1.525
57.0;Tolima;Ibague;Onions - Retail;COP;12;2010;1.525
57.0;Tolima;Ibague;Onions - Retail;COP;1;2011;1.731
57.0;Tolima;Ibague;Onions - Retail;COP;12;2011;1.731
57.0;Tolima;Ibague;Onions - Retail;COP;1;2012;1.843
57.0;Tolima;Ibague;Onions - Retail;COP;12;2012;1.843
57.0;Tolima;Ibague;Onions - Retail;COP;1;2013;2.260
57.0;Tolima;Ibague;Onions - Retail;COP;12;2013;2.260
57.0;Tolima;Ibague;Onions - Retail;COP;1;2014;1.933
57.0;Tolima;Ibague;Onions - Retail;COP;12;2014;1.933
57.0;Tolima;Ibague;Onions - Retail;COP;1;2015;2.590
57.0;Tolima;Ibague;Onions - Retail;COP;12;2015;2.590
57.0;Tolima;Ibague;Onions - Retail;COP;1;2016;2.890
57.0;Tolima;Ibague;Onions - Retail;COP;12;2016;2.890
57.0;Tolima;Ibague;Onions - Retail;COP;1;2017;2.550
57.0;Tolima;Ibague;Onions - Retail;COP;12;2017;2.550
57.0;Tolima;Ibague;Onions - Retail;COP;1;2018;2.910
57.0;Tolima;Ibague;Onions - Retail;COP;12;2018;2.910
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2006;1.133
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2006;1.133
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2007;998
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2007;998
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2008;1.250
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2008;1.250
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2009;1.620
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2009;1.620
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2010;1.525
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2010;1.525
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2011;1.731
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2011;1.731
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2012;1.843
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2012;1.843
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2013;2.260
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2013;2.260
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2014;1.933
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2014;1.933
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2015;2.590
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2015;2.590
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2016;2.890
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2016;2.890
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2017;2.550
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2017;2.550
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;1;2018;2.910
57.0;Valle Del Cauca;Cali;Onions - Retail;COP;12;2018;2.910
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2006;1.133
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2006;1.133
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2007;998
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2007;998
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2008;1.250
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2008;1.250
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2009;1.620
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2009;1.620
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2010;1.525
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2010;1.525
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2011;1.731
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2011;1.731
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2012;1.843
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2012;1.843
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2013;2.260
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2013;2.260
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2014;1.933
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2014;1.933
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2015;2.590
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2015;2.590
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2016;2.890
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2016;2.890
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2017;2.550
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2017;2.550
57.0;Amazonas;Leticia;Onions - Retail;COP;1;2018;2.910
57.0;Amazonas;Leticia;Onions - Retail;COP;12;2018;2.910
57.0;Choco;Quibdo;Onions - Retail;COP;1;2006;1.133
57.0;Choco;Quibdo;Onions - Retail;COP;12;2006;1.133
57.0;Choco;Quibdo;Onions - Retail;COP;1;2007;998
57.0;Choco;Quibdo;Onions - Retail;COP;12;2007;998
57.0;Choco;Quibdo;Onions - Retail;COP;1;2008;1.250
57.0;Choco;Quibdo;Onions - Retail;COP;12;2008;1.250
57.0;Choco;Quibdo;Onions - Retail;COP;1;2009;1.620
57.0;Choco;Quibdo;Onions - Retail;COP;12;2009;1.620
57.0;Choco;Quibdo;Onions - Retail;COP;1;2010;1.525
57.0;Choco;Quibdo;Onions - Retail;COP;12;2010;1.525
57.0;Choco;Quibdo;Onions - Retail;COP;1;2011;1.731
57.0;Choco;Quibdo;Onions - Retail;COP;12;2011;1.731
57.0;Choco;Quibdo;Onions - Retail;COP;1;2012;1.843
57.0;Choco;Quibdo;Onions - Retail;COP;12;2012;1.843
57.0;Choco;Quibdo;Onions - Retail;COP;1;2013;2.260
57.0;Choco;Quibdo;Onions - Retail;COP;12;2013;2.260
57.0;Choco;Quibdo;Onions - Retail;COP;1;2014;1.933
57.0;Choco;Quibdo;Onions - Retail;COP;12;2014;1.933
57.0;Choco;Quibdo;Onions - Retail;COP;1;2015;2.590
57.0;Choco;Quibdo;Onions - Retail;COP;12;2015;2.590
57.0;Choco;Quibdo;Onions - Retail;COP;1;2016;2.890
57.0;Choco;Quibdo;Onions - Retail;COP;12;2016;2.890
57.0;Choco;Quibdo;Onions - Retail;COP;1;2017;2.550
57.0;Choco;Quibdo;Onions - Retail;COP;12;2017;2.550
57.0;Choco;Quibdo;Onions - Retail;COP;1;2018;2.910
57.0;Choco;Quibdo;Onions - Retail;COP;12;2018;2.910
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2006;1.133
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2006;1.133
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2007;998
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2007;998
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2008;1.250
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2008;1.250
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2009;1.620
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2009;1.620
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2010;1.525
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2010;1.525
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2011;1.731
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2011;1.731
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2012;1.843
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2012;1.843
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2013;2.260
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2013;2.260
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2014;1.933
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2014;1.933
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2015;2.590
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2015;2.590
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2016;2.890
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2016;2.890
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2017;2.550
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2017;2.550
57.0;Cordoba;Monteria;Onions - Retail;COP;1;2018;2.910
57.0;Cordoba;Monteria;Onions - Retail;COP;12;2018;2.910
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;1;2006;1.133
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;12;2006;1.133
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;1;2007;998
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;12;2007;998
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;1;2008;1.250
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;12;2008;1.250
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;1;2009;1.620
57.0;Vichada;Puerto Carreno;Onions - Retail;COP;12;2009;1.620
