DEPARTAMENTO;MUNICIPIO;PRODUCTO;MONEDA;MES;ANO;PRECIO
Bolivar;Cartagena;Onions - Retail;COP;1;2010;1.525
Bolivar;Cartagena;Onions - Retail;COP;12;2010;1.525
Bolivar;Cartagena;Onions - Retail;COP;1;2011;1.731
Bolivar;Cartagena;Onions - Retail;COP;12;2011;1.731
Bolivar;Cartagena;Onions - Retail;COP;1;2012;1.843
Bolivar;Cartagena;Onions - Retail;COP;12;2012;1.843
Bolivar;Cartagena;Onions - Retail;COP;1;2013;2.260
Bolivar;Cartagena;Onions - Retail;COP;12;2013;2.260
Bolivar;Cartagena;Onions - Retail;COP;1;2014;1.933
Bolivar;Cartagena;Onions - Retail;COP;12;2014;1.933
Bolivar;Cartagena;Onions - Retail;COP;1;2015;2.590
Bolivar;Cartagena;Onions - Retail;COP;12;2015;2.590
Bolivar;Cartagena;Onions - Retail;COP;1;2016;2.890
Bolivar;Cartagena;Onions - Retail;COP;12;2016;2.890
Bolivar;Cartagena;Onions - Retail;COP;1;2017;2.550
Bolivar;Cartagena;Onions - Retail;COP;12;2017;2.550
Bolivar;Cartagena;Onions - Retail;COP;1;2018;2.910
Bolivar;Cartagena;Onions - Retail;COP;12;2018;2.910
Boyaca;Tunja;Onions - Retail;COP;1;2006;1.133
Boyaca;Tunja;Onions - Retail;COP;12;2006;1.133
Boyaca;Tunja;Onions - Retail;COP;1;2007;998
Boyaca;Tunja;Onions - Retail;COP;12;2007;998
Boyaca;Tunja;Onions - Retail;COP;1;2008;1.250
Boyaca;Tunja;Onions - Retail;COP;12;2008;1.250
Boyaca;Tunja;Onions - Retail;COP;1;2009;1.620
Boyaca;Tunja;Onions - Retail;COP;12;2009;1.620
Boyaca;Tunja;Onions - Retail;COP;1;2010;1.525
Boyaca;Tunja;Onions - Retail;COP;12;2010;1.525
Boyaca;Tunja;Onions - Retail;COP;1;2011;1.731
Boyaca;Tunja;Onions - Retail;COP;12;2011;1.731
Boyaca;Tunja;Onions - Retail;COP;1;2012;1.843
Boyaca;Tunja;Onions - Retail;COP;12;2012;1.843
Boyaca;Tunja;Onions - Retail;COP;1;2013;2.260
Boyaca;Tunja;Onions - Retail;COP;12;2013;2.260
Boyaca;Tunja;Onions - Retail;COP;1;2014;1.933
Boyaca;Tunja;Onions - Retail;COP;12;2014;1.933
Boyaca;Tunja;Onions - Retail;COP;1;2015;2.590
Boyaca;Tunja;Onions - Retail;COP;12;2015;2.590
Boyaca;Tunja;Onions - Retail;COP;1;2016;2.890
Boyaca;Tunja;Onions - Retail;COP;12;2016;2.890
Boyaca;Tunja;Onions - Retail;COP;1;2017;2.550
Boyaca;Tunja;Onions - Retail;COP;12;2017;2.550
Boyaca;Tunja;Onions - Retail;COP;1;2018;2.910
Boyaca;Tunja;Onions - Retail;COP;12;2018;2.910
Caldas;Manizales;Onions - Retail;COP;1;2006;1.133
Caldas;Manizales;Onions - Retail;COP;12;2006;1.133
Caldas;Manizales;Onions - Retail;COP;1;2007;998
Caldas;Manizales;Onions - Retail;COP;12;2007;998
Caldas;Manizales;Onions - Retail;COP;1;2008;1.250
Caldas;Manizales;Onions - Retail;COP;12;2008;1.250
Caldas;Manizales;Onions - Retail;COP;1;2009;1.620
Caldas;Manizales;Onions - Retail;COP;12;2009;1.620
Caldas;Manizales;Onions - Retail;COP;1;2010;1.525
Caldas;Manizales;Onions - Retail;COP;12;2010;1.525
Caldas;Manizales;Onions - Retail;COP;1;2011;1.731
Caldas;Manizales;Onions - Retail;COP;12;2011;1.731
Caldas;Manizales;Onions - Retail;COP;1;2012;1.843
Caldas;Manizales;Onions - Retail;COP;12;2012;1.843
Caldas;Manizales;Onions - Retail;COP;1;2013;2.260
Caldas;Manizales;Onions - Retail;COP;12;2013;2.260
Caldas;Manizales;Onions - Retail;COP;1;2014;1.933
Caldas;Manizales;Onions - Retail;COP;12;2014;1.933
Caldas;Manizales;Onions - Retail;COP;1;2015;2.590
Caldas;Manizales;Onions - Retail;COP;12;2015;2.590
Caldas;Manizales;Onions - Retail;COP;1;2016;2.890
Caldas;Manizales;Onions - Retail;COP;12;2016;2.890
Caldas;Manizales;Onions - Retail;COP;1;2017;2.550
Caldas;Manizales;Onions - Retail;COP;12;2017;2.550
Caldas;Manizales;Onions - Retail;COP;1;2018;2.910
Caldas;Manizales;Onions - Retail;COP;12;2018;2.910
Casanare;Yopal;Onions - Retail;COP;1;2006;1.133
Casanare;Yopal;Onions - Retail;COP;12;2006;1.133
Casanare;Yopal;Onions - Retail;COP;1;2007;998
Casanare;Yopal;Onions - Retail;COP;12;2007;998
Casanare;Yopal;Onions - Retail;COP;1;2008;1.250
Casanare;Yopal;Onions - Retail;COP;12;2008;1.250
Casanare;Yopal;Onions - Retail;COP;1;2009;1.620
Casanare;Yopal;Onions - Retail;COP;12;2009;1.620
Casanare;Yopal;Onions - Retail;COP;1;2010;1.525
Casanare;Yopal;Onions - Retail;COP;12;2010;1.525
Casanare;Yopal;Onions - Retail;COP;1;2011;1.731
Casanare;Yopal;Onions - Retail;COP;12;2011;1.731
Casanare;Yopal;Onions - Retail;COP;1;2012;1.843
Casanare;Yopal;Onions - Retail;COP;12;2012;1.843
Casanare;Yopal;Onions - Retail;COP;1;2013;2.260
Casanare;Yopal;Onions - Retail;COP;12;2013;2.260
Casanare;Yopal;Onions - Retail;COP;1;2014;1.933
Casanare;Yopal;Onions - Retail;COP;12;2014;1.933
Casanare;Yopal;Onions - Retail;COP;1;2015;2.590
Casanare;Yopal;Onions - Retail;COP;12;2015;2.590
Casanare;Yopal;Onions - Retail;COP;1;2016;2.890
Casanare;Yopal;Onions - Retail;COP;12;2016;2.890
Casanare;Yopal;Onions - Retail;COP;1;2017;2.550
Casanare;Yopal;Onions - Retail;COP;12;2017;2.550
Casanare;Yopal;Onions - Retail;COP;1;2018;2.910
Casanare;Yopal;Onions - Retail;COP;12;2018;2.910
Cauca;Popayan;Onions - Retail;COP;1;2006;1.133
Cauca;Popayan;Onions - Retail;COP;12;2006;1.133
Cauca;Popayan;Onions - Retail;COP;1;2007;998
Cauca;Popayan;Onions - Retail;COP;12;2007;998
Cauca;Popayan;Onions - Retail;COP;1;2008;1.250
Cauca;Popayan;Onions - Retail;COP;12;2008;1.250
Cauca;Popayan;Onions - Retail;COP;1;2009;1.620
Cauca;Popayan;Onions - Retail;COP;12;2009;1.620
Cauca;Popayan;Onions - Retail;COP;1;2010;1.525
Cauca;Popayan;Onions - Retail;COP;12;2010;1.525
Cauca;Popayan;Onions - Retail;COP;1;2011;1.731
Cauca;Popayan;Onions - Retail;COP;12;2011;1.731
Cauca;Popayan;Onions - Retail;COP;1;2012;1.843
Cauca;Popayan;Onions - Retail;COP;12;2012;1.843
Cauca;Popayan;Onions - Retail;COP;1;2013;2.260
Cauca;Popayan;Onions - Retail;COP;12;2013;2.260
Cauca;Popayan;Onions - Retail;COP;1;2014;1.933
Cauca;Popayan;Onions - Retail;COP;12;2014;1.933
Cauca;Popayan;Onions - Retail;COP;1;2015;2.590
Cauca;Popayan;Onions - Retail;COP;12;2015;2.590
Cauca;Popayan;Onions - Retail;COP;1;2016;2.890
Cauca;Popayan;Onions - Retail;COP;12;2016;2.890
Cauca;Popayan;Onions - Retail;COP;1;2017;2.550
Cauca;Popayan;Onions - Retail;COP;12;2017;2.550
Cauca;Popayan;Onions - Retail;COP;1;2018;2.910
Cauca;Popayan;Onions - Retail;COP;12;2018;2.910
Cesar;Valledupar;Onions - Retail;COP;1;2006;1.133
Cesar;Valledupar;Onions - Retail;COP;12;2006;1.133
Cesar;Valledupar;Onions - Retail;COP;1;2007;998
Cesar;Valledupar;Onions - Retail;COP;12;2007;998
Cesar;Valledupar;Onions - Retail;COP;1;2008;1.250
Cesar;Valledupar;Onions - Retail;COP;12;2008;1.250
Cesar;Valledupar;Onions - Retail;COP;1;2009;1.620
Cesar;Valledupar;Onions - Retail;COP;12;2009;1.620
Cesar;Valledupar;Onions - Retail;COP;1;2010;1.525
Cesar;Valledupar;Onions - Retail;COP;12;2010;1.525
Cesar;Valledupar;Onions - Retail;COP;1;2011;1.731
Cesar;Valledupar;Onions - Retail;COP;12;2011;1.731
Cesar;Valledupar;Onions - Retail;COP;1;2012;1.843
Cesar;Valledupar;Onions - Retail;COP;12;2012;1.843
Cesar;Valledupar;Onions - Retail;COP;1;2013;2.260
Cesar;Valledupar;Onions - Retail;COP;12;2013;2.260
Cesar;Valledupar;Onions - Retail;COP;1;2014;1.933
Cesar;Valledupar;Onions - Retail;COP;12;2014;1.933
Cesar;Valledupar;Onions - Retail;COP;1;2015;2.590
Cesar;Valledupar;Onions - Retail;COP;12;2015;2.590
Cesar;Valledupar;Onions - Retail;COP;1;2016;2.890
Cesar;Valledupar;Onions - Retail;COP;12;2016;2.890
Cesar;Valledupar;Onions - Retail;COP;1;2017;2.550
Cesar;Valledupar;Onions - Retail;COP;12;2017;2.550
Cesar;Valledupar;Onions - Retail;COP;1;2018;2.910
Cesar;Valledupar;Onions - Retail;COP;12;2018;2.910
Cundinamarca;Bogota;Onions - Retail;COP;1;2006;1.133
Cundinamarca;Bogota;Onions - Retail;COP;12;2006;1.133
Cundinamarca;Bogota;Onions - Retail;COP;1;2007;998
Cundinamarca;Bogota;Onions - Retail;COP;12;2007;998
Cundinamarca;Bogota;Onions - Retail;COP;1;2008;1.250
Cundinamarca;Bogota;Onions - Retail;COP;12;2008;1.250
Cundinamarca;Bogota;Onions - Retail;COP;1;2009;1.620
Cundinamarca;Bogota;Onions - Retail;COP;12;2009;1.620
Cundinamarca;Bogota;Onions - Retail;COP;1;2010;1.525
Cundinamarca;Bogota;Onions - Retail;COP;12;2010;1.525
Cundinamarca;Bogota;Onions - Retail;COP;1;2011;1.731
Cundinamarca;Bogota;Onions - Retail;COP;12;2011;1.731
Cundinamarca;Bogota;Onions - Retail;COP;1;2012;1.843
Cundinamarca;Bogota;Onions - Retail;COP;12;2012;1.843
Cundinamarca;Bogota;Onions - Retail;COP;1;2013;2.260
Cundinamarca;Bogota;Onions - Retail;COP;12;2013;2.260
Cundinamarca;Bogota;Onions - Retail;COP;1;2014;1.933
Cundinamarca;Bogota;Onions - Retail;COP;12;2014;1.933
Cundinamarca;Bogota;Onions - Retail;COP;1;2015;2.590
Cundinamarca;Bogota;Onions - Retail;COP;12;2015;2.590
Cundinamarca;Bogota;Onions - Retail;COP;1;2016;2.890
Cundinamarca;Bogota;Onions - Retail;COP;12;2016;2.890
Cundinamarca;Bogota;Onions - Retail;COP;1;2017;2.550
Cundinamarca;Bogota;Onions - Retail;COP;12;2017;2.550
Cundinamarca;Bogota;Onions - Retail;COP;1;2018;2.910
Cundinamarca;Bogota;Onions - Retail;COP;12;2018;2.910
Huila;Neiva;Onions - Retail;COP;1;2006;1.133
Huila;Neiva;Onions - Retail;COP;12;2006;1.133
Huila;Neiva;Onions - Retail;COP;1;2007;998
Huila;Neiva;Onions - Retail;COP;12;2007;998
Huila;Neiva;Onions - Retail;COP;1;2008;1.250
Huila;Neiva;Onions - Retail;COP;12;2008;1.250
Huila;Neiva;Onions - Retail;COP;1;2009;1.620
Huila;Neiva;Onions - Retail;COP;12;2009;1.620
Huila;Neiva;Onions - Retail;COP;1;2010;1.525
Huila;Neiva;Onions - Retail;COP;12;2010;1.525
Huila;Neiva;Onions - Retail;COP;1;2011;1.731
Huila;Neiva;Onions - Retail;COP;12;2011;1.731
Huila;Neiva;Onions - Retail;COP;1;2012;1.843
Huila;Neiva;Onions - Retail;COP;12;2012;1.843
Huila;Neiva;Onions - Retail;COP;1;2013;2.260
Huila;Neiva;Onions - Retail;COP;12;2013;2.260
Huila;Neiva;Onions - Retail;COP;1;2014;1.933
Huila;Neiva;Onions - Retail;COP;12;2014;1.933
Huila;Neiva;Onions - Retail;COP;1;2015;2.590
Huila;Neiva;Onions - Retail;COP;12;2015;2.590
Huila;Neiva;Onions - Retail;COP;1;2016;2.890
Huila;Neiva;Onions - Retail;COP;12;2016;2.890
Huila;Neiva;Onions - Retail;COP;1;2017;2.550
Huila;Neiva;Onions - Retail;COP;12;2017;2.550
Huila;Neiva;Onions - Retail;COP;1;2018;2.910
Huila;Neiva;Onions - Retail;COP;12;2018;2.910
La Guajira;Riohacha;Onions - Retail;COP;1;2006;1.133
La Guajira;Riohacha;Onions - Retail;COP;12;2006;1.133
La Guajira;Riohacha;Onions - Retail;COP;1;2007;998
La Guajira;Riohacha;Onions - Retail;COP;12;2007;998
La Guajira;Riohacha;Onions - Retail;COP;1;2008;1.250
La Guajira;Riohacha;Onions - Retail;COP;12;2008;1.250
La Guajira;Riohacha;Onions - Retail;COP;1;2009;1.620
La Guajira;Riohacha;Onions - Retail;COP;12;2009;1.620
La Guajira;Riohacha;Onions - Retail;COP;1;2010;1.525
La Guajira;Riohacha;Onions - Retail;COP;12;2010;1.525
La Guajira;Riohacha;Onions - Retail;COP;1;2011;1.731
La Guajira;Riohacha;Onions - Retail;COP;12;2011;1.731
La Guajira;Riohacha;Onions - Retail;COP;1;2012;1.843
La Guajira;Riohacha;Onions - Retail;COP;12;2012;1.843
La Guajira;Riohacha;Onions - Retail;COP;1;2013;2.260
La Guajira;Riohacha;Onions - Retail;COP;12;2013;2.260
La Guajira;Riohacha;Onions - Retail;COP;1;2014;1.933
La Guajira;Riohacha;Onions - Retail;COP;12;2014;1.933
La Guajira;Riohacha;Onions - Retail;COP;1;2015;2.590
La Guajira;Riohacha;Onions - Retail;COP;12;2015;2.590
La Guajira;Riohacha;Onions - Retail;COP;1;2016;2.890
La Guajira;Riohacha;Onions - Retail;COP;12;2016;2.890
La Guajira;Riohacha;Onions - Retail;COP;1;2017;2.550
La Guajira;Riohacha;Onions - Retail;COP;12;2017;2.550
La Guajira;Riohacha;Onions - Retail;COP;1;2018;2.910
La Guajira;Riohacha;Onions - Retail;COP;12;2018;2.910
Meta;Villavicencio;Onions - Retail;COP;1;2006;1.133
Meta;Villavicencio;Onions - Retail;COP;12;2006;1.133
Meta;Villavicencio;Onions - Retail;COP;1;2007;998
Meta;Villavicencio;Onions - Retail;COP;12;2007;998
Meta;Villavicencio;Onions - Retail;COP;1;2008;1.250
Meta;Villavicencio;Onions - Retail;COP;12;2008;1.250
Meta;Villavicencio;Onions - Retail;COP;1;2009;1.620
Meta;Villavicencio;Onions - Retail;COP;12;2009;1.620
Meta;Villavicencio;Onions - Retail;COP;1;2010;1.525
Meta;Villavicencio;Onions - Retail;COP;12;2010;1.525
Meta;Villavicencio;Onions - Retail;COP;1;2011;1.731
Meta;Villavicencio;Onions - Retail;COP;12;2011;1.731
Meta;Villavicencio;Onions - Retail;COP;1;2012;1.843
Meta;Villavicencio;Onions - Retail;COP;12;2012;1.843
Meta;Villavicencio;Onions - Retail;COP;1;2013;2.260
Meta;Villavicencio;Onions - Retail;COP;12;2013;2.260
Meta;Villavicencio;Onions - Retail;COP;1;2014;1.933
Meta;Villavicencio;Onions - Retail;COP;12;2014;1.933
Meta;Villavicencio;Onions - Retail;COP;1;2015;2.590
Meta;Villavicencio;Onions - Retail;COP;12;2015;2.590
Meta;Villavicencio;Onions - Retail;COP;1;2016;2.890
Meta;Villavicencio;Onions - Retail;COP;12;2016;2.890
Meta;Villavicencio;Onions - Retail;COP;1;2017;2.550
Meta;Villavicencio;Onions - Retail;COP;12;2017;2.550
Meta;Villavicencio;Onions - Retail;COP;1;2018;2.910
Meta;Villavicencio;Onions - Retail;COP;12;2018;2.910
Narino;Pasto;Onions - Retail;COP;1;2006;1.133
Narino;Pasto;Onions - Retail;COP;12;2006;1.133
Narino;Pasto;Onions - Retail;COP;1;2007;998
Narino;Pasto;Onions - Retail;COP;12;2007;998
Narino;Pasto;Onions - Retail;COP;1;2008;1.250
Narino;Pasto;Onions - Retail;COP;12;2008;1.250
Narino;Pasto;Onions - Retail;COP;1;2009;1.620
Narino;Pasto;Onions - Retail;COP;12;2009;1.620
Narino;Pasto;Onions - Retail;COP;1;2010;1.525
Narino;Pasto;Onions - Retail;COP;12;2010;1.525
Narino;Pasto;Onions - Retail;COP;1;2011;1.731
Narino;Pasto;Onions - Retail;COP;12;2011;1.731
Narino;Pasto;Onions - Retail;COP;1;2012;1.843
Narino;Pasto;Onions - Retail;COP;12;2012;1.843
Narino;Pasto;Onions - Retail;COP;1;2013;2.260
Narino;Pasto;Onions - Retail;COP;12;2013;2.260
Narino;Pasto;Onions - Retail;COP;1;2014;1.933
Narino;Pasto;Onions - Retail;COP;12;2014;1.933
Narino;Pasto;Onions - Retail;COP;1;2015;2.590
Narino;Pasto;Onions - Retail;COP;12;2015;2.590
Narino;Pasto;Onions - Retail;COP;1;2016;2.890
Narino;Pasto;Onions - Retail;COP;12;2016;2.890
Narino;Pasto;Onions - Retail;COP;1;2017;2.550
Narino;Pasto;Onions - Retail;COP;12;2017;2.550
Narino;Pasto;Onions - Retail;COP;1;2018;2.910
Narino;Pasto;Onions - Retail;COP;12;2018;2.910
Norte De Santander;Cucuta;Onions - Retail;COP;1;2006;1.133
Norte De Santander;Cucuta;Onions - Retail;COP;12;2006;1.133
Norte De Santander;Cucuta;Onions - Retail;COP;1;2007;998
Norte De Santander;Cucuta;Onions - Retail;COP;12;2007;998
Norte De Santander;Cucuta;Onions - Retail;COP;1;2008;1.250
Norte De Santander;Cucuta;Onions - Retail;COP;12;2008;1.250
Norte De Santander;Cucuta;Onions - Retail;COP;1;2009;1.620
Norte De Santander;Cucuta;Onions - Retail;COP;12;2009;1.620
Norte De Santander;Cucuta;Onions - Retail;COP;1;2010;1.525
Norte De Santander;Cucuta;Onions - Retail;COP;12;2010;1.525
Norte De Santander;Cucuta;Onions - Retail;COP;1;2011;1.731
Norte De Santander;Cucuta;Onions - Retail;COP;12;2011;1.731
Norte De Santander;Cucuta;Onions - Retail;COP;1;2012;1.843
Norte De Santander;Cucuta;Onions - Retail;COP;12;2012;1.843
Norte De Santander;Cucuta;Onions - Retail;COP;1;2013;2.260
Norte De Santander;Cucuta;Onions - Retail;COP;12;2013;2.260
Norte De Santander;Cucuta;Onions - Retail;COP;1;2014;1.933
Norte De Santander;Cucuta;Onions - Retail;COP;12;2014;1.933
Norte De Santander;Cucuta;Onions - Retail;COP;1;2015;2.590
Norte De Santander;Cucuta;Onions - Retail;COP;12;2015;2.590
Norte De Santander;Cucuta;Onions - Retail;COP;1;2016;2.890
Norte De Santander;Cucuta;Onions - Retail;COP;12;2016;2.890
Norte De Santander;Cucuta;Onions - Retail;COP;1;2017;2.550
Norte De Santander;Cucuta;Onions - Retail;COP;12;2017;2.550
Norte De Santander;Cucuta;Onions - Retail;COP;1;2018;2.910
Norte De Santander;Cucuta;Onions - Retail;COP;12;2018;2.910
Quindio;Armenia;Onions - Retail;COP;1;2006;1.133
Quindio;Armenia;Onions - Retail;COP;12;2006;1.133
Quindio;Armenia;Onions - Retail;COP;1;2007;998
Quindio;Armenia;Onions - Retail;COP;12;2007;998
Quindio;Armenia;Onions - Retail;COP;1;2008;1.250
Quindio;Armenia;Onions - Retail;COP;12;2008;1.250
Quindio;Armenia;Onions - Retail;COP;1;2009;1.620
Quindio;Armenia;Onions - Retail;COP;12;2009;1.620
Quindio;Armenia;Onions - Retail;COP;1;2010;1.525
Quindio;Armenia;Onions - Retail;COP;12;2010;1.525
Quindio;Armenia;Onions - Retail;COP;1;2011;1.731
Quindio;Armenia;Onions - Retail;COP;12;2011;1.731
Quindio;Armenia;Onions - Retail;COP;1;2012;1.843
Quindio;Armenia;Onions - Retail;COP;12;2012;1.843
Quindio;Armenia;Onions - Retail;COP;1;2013;2.260
Quindio;Armenia;Onions - Retail;COP;12;2013;2.260
Quindio;Armenia;Onions - Retail;COP;1;2014;1.933
Quindio;Armenia;Onions - Retail;COP;12;2014;1.933
Quindio;Armenia;Onions - Retail;COP;1;2015;2.590
Quindio;Armenia;Onions - Retail;COP;12;2015;2.590
Quindio;Armenia;Onions - Retail;COP;1;2016;2.890
Quindio;Armenia;Onions - Retail;COP;12;2016;2.890
Quindio;Armenia;Onions - Retail;COP;1;2017;2.550
Quindio;Armenia;Onions - Retail;COP;12;2017;2.550
Quindio;Armenia;Onions - Retail;COP;1;2018;2.910
Quindio;Armenia;Onions - Retail;COP;12;2018;2.910
Risaralda;Pereira;Onions - Retail;COP;1;2006;1.133
Risaralda;Pereira;Onions - Retail;COP;12;2006;1.133
Risaralda;Pereira;Onions - Retail;COP;1;2007;998
Risaralda;Pereira;Onions - Retail;COP;12;2007;998
Risaralda;Pereira;Onions - Retail;COP;1;2008;1.250
Risaralda;Pereira;Onions - Retail;COP;12;2008;1.250
Risaralda;Pereira;Onions - Retail;COP;1;2009;1.620
Risaralda;Pereira;Onions - Retail;COP;12;2009;1.620
Risaralda;Pereira;Onions - Retail;COP;1;2010;1.525
Risaralda;Pereira;Onions - Retail;COP;12;2010;1.525
Risaralda;Pereira;Onions - Retail;COP;1;2011;1.731
Risaralda;Pereira;Onions - Retail;COP;12;2011;1.731
Risaralda;Pereira;Onions - Retail;COP;1;2012;1.843
Risaralda;Pereira;Onions - Retail;COP;12;2012;1.843
Risaralda;Pereira;Onions - Retail;COP;1;2013;2.260
Risaralda;Pereira;Onions - Retail;COP;12;2013;2.260
Risaralda;Pereira;Onions - Retail;COP;1;2014;1.933
Risaralda;Pereira;Onions - Retail;COP;12;2014;1.933
Risaralda;Pereira;Onions - Retail;COP;1;2015;2.590
Risaralda;Pereira;Onions - Retail;COP;12;2015;2.590
Risaralda;Pereira;Onions - Retail;COP;1;2016;2.890
Risaralda;Pereira;Onions - Retail;COP;12;2016;2.890
Risaralda;Pereira;Onions - Retail;COP;1;2017;2.550
Risaralda;Pereira;Onions - Retail;COP;12;2017;2.550
Risaralda;Pereira;Onions - Retail;COP;1;2018;2.910
Risaralda;Pereira;Onions - Retail;COP;12;2018;2.910
Santander;Bucaramanga;Onions - Retail;COP;1;2006;1.133
Santander;Bucaramanga;Onions - Retail;COP;12;2006;1.133
Santander;Bucaramanga;Onions - Retail;COP;1;2007;998
Santander;Bucaramanga;Onions - Retail;COP;12;2007;998
Santander;Bucaramanga;Onions - Retail;COP;1;2008;1.250
Santander;Bucaramanga;Onions - Retail;COP;12;2008;1.250
Santander;Bucaramanga;Onions - Retail;COP;1;2009;1.620
Santander;Bucaramanga;Onions - Retail;COP;12;2009;1.620
Santander;Bucaramanga;Onions - Retail;COP;1;2010;1.525
Santander;Bucaramanga;Onions - Retail;COP;12;2010;1.525
Santander;Bucaramanga;Onions - Retail;COP;1;2011;1.731
Santander;Bucaramanga;Onions - Retail;COP;12;2011;1.731
Santander;Bucaramanga;Onions - Retail;COP;1;2012;1.843
Santander;Bucaramanga;Onions - Retail;COP;12;2012;1.843
Santander;Bucaramanga;Onions - Retail;COP;1;2013;2.260
Santander;Bucaramanga;Onions - Retail;COP;12;2013;2.260
Santander;Bucaramanga;Onions - Retail;COP;1;2014;1.933
Santander;Bucaramanga;Onions - Retail;COP;12;2014;1.933
Santander;Bucaramanga;Onions - Retail;COP;1;2015;2.590
Santander;Bucaramanga;Onions - Retail;COP;12;2015;2.590
Santander;Bucaramanga;Onions - Retail;COP;1;2016;2.890
Santander;Bucaramanga;Onions - Retail;COP;12;2016;2.890
Santander;Bucaramanga;Onions - Retail;COP;1;2017;2.550
Santander;Bucaramanga;Onions - Retail;COP;12;2017;2.550
Santander;Bucaramanga;Onions - Retail;COP;1;2018;2.910
Santander;Bucaramanga;Onions - Retail;COP;12;2018;2.910
Sucre;Sincelejo;Onions - Retail;COP;1;2006;1.133
Sucre;Sincelejo;Onions - Retail;COP;12;2006;1.133
Sucre;Sincelejo;Onions - Retail;COP;1;2007;998
Sucre;Sincelejo;Onions - Retail;COP;12;2007;998
Sucre;Sincelejo;Onions - Retail;COP;1;2008;1.250
Sucre;Sincelejo;Onions - Retail;COP;12;2008;1.250
Sucre;Sincelejo;Onions - Retail;COP;1;2009;1.620
Sucre;Sincelejo;Onions - Retail;COP;12;2009;1.620
Sucre;Sincelejo;Onions - Retail;COP;1;2010;1.525
Sucre;Sincelejo;Onions - Retail;COP;12;2010;1.525
Sucre;Sincelejo;Onions - Retail;COP;1;2011;1.731
Sucre;Sincelejo;Onions - Retail;COP;12;2011;1.731
Sucre;Sincelejo;Onions - Retail;COP;1;2012;1.843
Sucre;Sincelejo;Onions - Retail;COP;12;2012;1.843
Sucre;Sincelejo;Onions - Retail;COP;1;2013;2.260
Sucre;Sincelejo;Onions - Retail;COP;12;2013;2.260
Sucre;Sincelejo;Onions - Retail;COP;1;2014;1.933
Sucre;Sincelejo;Onions - Retail;COP;12;2014;1.933
Sucre;Sincelejo;Onions - Retail;COP;1;2015;2.590
Sucre;Sincelejo;Onions - Retail;COP;12;2015;2.590
Sucre;Sincelejo;Onions - Retail;COP;1;2016;2.890
Sucre;Sincelejo;Onions - Retail;COP;12;2016;2.890
Sucre;Sincelejo;Onions - Retail;COP;1;2017;2.550
Sucre;Sincelejo;Onions - Retail;COP;12;2017;2.550
Sucre;Sincelejo;Onions - Retail;COP;1;2018;2.910
Sucre;Sincelejo;Onions - Retail;COP;12;2018;2.910
Tolima;Ibague;Onions - Retail;COP;1;2006;1.133
Tolima;Ibague;Onions - Retail;COP;12;2006;1.133
Tolima;Ibague;Onions - Retail;COP;1;2007;998
Tolima;Ibague;Onions - Retail;COP;12;2007;998
Tolima;Ibague;Onions - Retail;COP;1;2008;1.250
Tolima;Ibague;Onions - Retail;COP;12;2008;1.250
Tolima;Ibague;Onions - Retail;COP;1;2009;1.620
Tolima;Ibague;Onions - Retail;COP;12;2009;1.620
Tolima;Ibague;Onions - Retail;COP;1;2010;1.525
Tolima;Ibague;Onions - Retail;COP;12;2010;1.525
Tolima;Ibague;Onions - Retail;COP;1;2011;1.731
Tolima;Ibague;Onions - Retail;COP;12;2011;1.731
Tolima;Ibague;Onions - Retail;COP;1;2012;1.843
Tolima;Ibague;Onions - Retail;COP;12;2012;1.843
Tolima;Ibague;Onions - Retail;COP;1;2013;2.260
Tolima;Ibague;Onions - Retail;COP;12;2013;2.260
Tolima;Ibague;Onions - Retail;COP;1;2014;1.933
Tolima;Ibague;Onions - Retail;COP;12;2014;1.933
Tolima;Ibague;Onions - Retail;COP;1;2015;2.590
Tolima;Ibague;Onions - Retail;COP;12;2015;2.590
Tolima;Ibague;Onions - Retail;COP;1;2016;2.890
Tolima;Ibague;Onions - Retail;COP;12;2016;2.890
Tolima;Ibague;Onions - Retail;COP;1;2017;2.550
Tolima;Ibague;Onions - Retail;COP;12;2017;2.550
Tolima;Ibague;Onions - Retail;COP;1;2018;2.910
Tolima;Ibague;Onions - Retail;COP;12;2018;2.910
Valle Del Cauca;Cali;Onions - Retail;COP;1;2006;1.133
Valle Del Cauca;Cali;Onions - Retail;COP;12;2006;1.133
Valle Del Cauca;Cali;Onions - Retail;COP;1;2007;998
Valle Del Cauca;Cali;Onions - Retail;COP;12;2007;998
Valle Del Cauca;Cali;Onions - Retail;COP;1;2008;1.250
Valle Del Cauca;Cali;Onions - Retail;COP;12;2008;1.250
Valle Del Cauca;Cali;Onions - Retail;COP;1;2009;1.620
Valle Del Cauca;Cali;Onions - Retail;COP;12;2009;1.620
Valle Del Cauca;Cali;Onions - Retail;COP;1;2010;1.525
Valle Del Cauca;Cali;Onions - Retail;COP;12;2010;1.525
Valle Del Cauca;Cali;Onions - Retail;COP;1;2011;1.731
Valle Del Cauca;Cali;Onions - Retail;COP;12;2011;1.731
Valle Del Cauca;Cali;Onions - Retail;COP;1;2012;1.843
Valle Del Cauca;Cali;Onions - Retail;COP;12;2012;1.843
Valle Del Cauca;Cali;Onions - Retail;COP;1;2013;2.260
Valle Del Cauca;Cali;Onions - Retail;COP;12;2013;2.260
